-9.966527999999998499e+00,-3.949999999999999289e+00
-9.816527999999998144e+00,-3.699999999999999289e+00
-9.766527999999999210e+00,-3.399999999999998579e+00
-9.716527999999998499e+00,-3.099999999999997868e+00
-9.716527999999998499e+00,-2.799999999999998934e+00
-9.816527999999998144e+00,-2.499999999999998224e+00
-9.866527999999998855e+00,-2.199999999999999289e+00
-9.966527999999998499e+00,-1.899999999999998579e+00
-9.966527999999998499e+00,-1.599999999999997868e+00
-9.916527999999999565e+00,-1.299999999999998934e+00
-9.816527999999998144e+00,-9.999999999999982236e-01
-9.666527999999999565e+00,-6.999999999999992895e-01
-9.416527999999999565e+00,-3.999999999999985789e-01
-9.116527999999998855e+00,-1.499999999999985789e-01
-8.816527999999998144e+00,1.776356839400250465e-15
-8.516527999999999210e+00,2.000000000000010658e-01
-8.216527999999998499e+00,3.500000000000014211e-01
-7.916527999999999565e+00,5.000000000000017764e-01
-7.616527999999998855e+00,5.000000000000017764e-01
-7.516527999999999210e+00,3.000000000000024869e-01
-7.716527999999998499e+00,1.000000000000014211e-01
-8.016527999999999210e+00,-4.999999999999893419e-02
-8.316527999999998144e+00,-1.999999999999992895e-01
-8.516527999999999210e+00,-3.499999999999978684e-01
-8.816527999999998144e+00,-4.999999999999982236e-01
-9.116527999999998855e+00,-6.499999999999985789e-01
-9.266527999999999210e+00,-8.499999999999978684e-01
-9.366527999999998855e+00,-1.049999999999998934e+00
-9.416527999999999565e+00,-1.299999999999998934e+00
-9.516527999999999210e+00,-1.599999999999997868e+00
-9.466527999999998499e+00,-1.849999999999997868e+00
-9.416527999999999565e+00,-2.149999999999998579e+00
-9.366527999999998855e+00,-2.399999999999998579e+00
-9.266527999999999210e+00,-2.699999999999999289e+00
-9.266527999999999210e+00,-2.999999999999998224e+00
-9.216527999999998499e+00,-3.299999999999998934e+00
-9.066527999999998144e+00,-3.599999999999997868e+00
-8.816527999999998144e+00,-3.699999999999999289e+00
-8.516527999999999210e+00,-3.699999999999999289e+00
-8.216527999999998499e+00,-3.699999999999999289e+00
-7.916527999999999565e+00,-3.599999999999997868e+00
-7.616527999999998855e+00,-3.499999999999998224e+00
-7.316527999999998144e+00,-3.399999999999998579e+00
-7.016527999999999210e+00,-3.299999999999998934e+00
-6.716527999999998499e+00,-3.199999999999999289e+00
-6.416527999999999565e+00,-3.049999999999998934e+00
-6.116527999999998855e+00,-2.899999999999998579e+00
-5.816527999999998144e+00,-2.699999999999999289e+00
-5.516527999999997434e+00,-2.549999999999998934e+00
-5.216528000000000276e+00,-2.349999999999997868e+00
-4.916527999999999565e+00,-2.199999999999999289e+00
-4.616527999999998855e+00,-1.999999999999998224e+00
-4.316527999999998144e+00,-1.899999999999998579e+00
-4.016527999999997434e+00,-1.799999999999998934e+00
-3.716528000000000276e+00,-1.699999999999999289e+00
-3.416527999999999565e+00,-1.649999999999998579e+00
-3.116527999999998855e+00,-1.549999999999998934e+00
-2.816527999999998144e+00,-1.449999999999999289e+00
