-5.866527999999998855e+00,-1.949999999999999289e+00
-5.566527999999998144e+00,-1.799999999999998934e+00
-5.266527999999997434e+00,-1.699999999999999289e+00
-4.966528000000000276e+00,-1.549999999999998934e+00
-4.666527999999999565e+00,-1.449999999999999289e+00
-4.366527999999998855e+00,-1.349999999999997868e+00
-4.066527999999998144e+00,-1.299999999999998934e+00
-3.766527999999997434e+00,-1.199999999999999289e+00
-3.466528000000000276e+00,-1.099999999999997868e+00
-3.166527999999999565e+00,-9.999999999999982236e-01
-2.866527999999998855e+00,-8.999999999999985789e-01
-2.566527999999998144e+00,-7.999999999999989342e-01
-2.266527999999997434e+00,-6.999999999999992895e-01
-1.966527999999996723e+00,-5.999999999999978684e-01
-1.666527999999999565e+00,-4.999999999999982236e-01
-1.366527999999998855e+00,-3.999999999999985789e-01
-1.066527999999998144e+00,-3.499999999999978684e-01
-7.665279999999974336e-01,-2.499999999999982236e-01
-4.665279999999967231e-01,-2.499999999999982236e-01
-1.665279999999995653e-01,-1.499999999999985789e-01
1.334720000000011453e-01,-9.999999999999786837e-02
4.334720000000018558e-01,1.776356839400250465e-15
7.334720000000025664e-01,5.000000000000248690e-02
1.033472000000003277e+00,1.500000000000021316e-01
1.333472000000000435e+00,2.500000000000017764e-01
1.633472000000001145e+00,3.500000000000014211e-01
1.933472000000001856e+00,4.500000000000010658e-01
2.233472000000002566e+00,6.000000000000014211e-01
2.533472000000003277e+00,7.500000000000017764e-01
2.833472000000000435e+00,9.000000000000021316e-01
3.133472000000001145e+00,1.150000000000002132e+00
3.283472000000003277e+00,1.450000000000001954e+00
3.383472000000001145e+00,1.750000000000001776e+00
3.483472000000002566e+00,2.050000000000001599e+00
3.583472000000000435e+00,2.350000000000001421e+00
3.633472000000001145e+00,2.650000000000002132e+00
3.733472000000002566e+00,2.950000000000001954e+00
3.783472000000003277e+00,3.250000000000001776e+00
3.833472000000000435e+00,3.550000000000001599e+00
3.683472000000001856e+00,3.850000000000001421e+00
