7.922405000000001252e+00,9.866582000000001074e+00
8.122405000000000541e+00,1.006658200000000214e+01
8.422405000000001252e+00,1.026658200000000321e+01
8.722405000000000186e+00,1.051658200000000321e+01
9.022405000000000896e+00,1.066658200000000178e+01
9.322404999999999831e+00,1.081658200000000214e+01
9.622405000000000541e+00,1.091658200000000178e+01
9.922405000000001252e+00,1.101658200000000321e+01
1.022240500000000196e+01,1.101658200000000321e+01
1.052240499999999912e+01,1.106658200000000214e+01
1.082240499999999983e+01,1.106658200000000214e+01
1.112240500000000054e+01,1.101658200000000321e+01
1.142240500000000125e+01,1.101658200000000321e+01
1.167240500000000125e+01,1.096658200000000249e+01
1.197240500000000196e+01,1.091658200000000178e+01
1.227240500000000267e+01,1.076658200000000321e+01
1.247240500000000196e+01,1.061658200000000107e+01
1.267240500000000125e+01,1.046658200000000249e+01
1.282240499999999983e+01,1.031658200000000214e+01
1.297240500000000196e+01,1.011658200000000107e+01
1.312240500000000054e+01,9.966582000000002495e+00
1.322240500000000196e+01,9.716582000000002495e+00
1.327240500000000267e+01,9.416582000000001784e+00
1.337240500000000054e+01,9.116582000000002850e+00
1.342240500000000125e+01,8.816582000000002139e+00
1.352240500000000267e+01,8.516582000000001429e+00
1.357240499999999983e+01,8.216582000000002495e+00
1.367240500000000125e+01,7.966582000000002495e+00
1.372240500000000196e+01,7.666582000000001784e+00
1.377240500000000267e+01,7.366582000000001074e+00
1.387240500000000054e+01,7.066582000000002139e+00
1.392240500000000125e+01,6.766582000000001429e+00
1.402240500000000267e+01,6.466582000000002495e+00
1.402240500000000267e+01,6.166582000000001784e+00
1.407240499999999983e+01,5.916582000000001784e+00
1.417240500000000125e+01,5.716582000000002495e+00
1.422240500000000196e+01,5.416582000000001784e+00
1.432240499999999983e+01,5.116582000000001074e+00
1.437240500000000054e+01,4.816582000000002139e+00
1.447240500000000196e+01,4.516582000000001429e+00
1.452240500000000267e+01,4.216582000000002495e+00
1.462240500000000054e+01,3.916582000000001784e+00
1.467240500000000125e+01,3.616582000000001074e+00
1.477240500000000267e+01,3.316582000000002139e+00
1.482240499999999983e+01,3.016582000000001429e+00
1.492240500000000125e+01,2.716582000000002495e+00
1.497240500000000196e+01,2.416582000000001784e+00
1.507240499999999983e+01,2.166582000000001784e+00
1.512240500000000054e+01,1.866582000000001074e+00
1.522240500000000196e+01,1.566582000000000363e+00
1.527240500000000267e+01,1.266582000000003205e+00
1.537240500000000054e+01,9.665820000000024947e-01
1.542240500000000125e+01,6.665820000000017842e-01
1.552240500000000267e+01,3.665820000000010737e-01
1.557240499999999983e+01,6.658200000000036312e-02
1.567240500000000125e+01,-2.334179999999967947e-01
1.572240500000000196e+01,-5.334179999999975053e-01
1.582240499999999983e+01,-8.334179999999982158e-01
1.587240500000000054e+01,-1.133417999999998926e+00
1.597240500000000196e+01,-1.383417999999998926e+00
