0.531372, -0.070474, 3.107966, 0.112267
0.531409, -0.073934, 3.104253, 0.112700
0.530086, -0.075664, 3.104306, 0.114001
0.527114, -0.077151, 3.107745, 0.113784
0.527388, -0.074839, 3.103903, 0.112050
0.522377, -0.061363, 3.114598, 0.112484
0.524116, -0.071273, 3.103606, 0.113784
0.524611, -0.069416, 3.106251, 0.112050
0.531680, -0.068382, 3.103507, 0.113351
0.530908, -0.063891, 3.106221, 0.113351
0.526493, -0.060419, 3.111509, 0.112917
0.527084, -0.060262, 3.110808, 0.114218
0.524101, -0.061614, 3.110494, 0.114651
0.517300, -0.060006, 3.113065, 0.113567
0.522176, -0.069867, 3.105833, 0.113134
0.527233, -0.071294, 3.105436, 0.113784
0.525155, -0.075733, 3.101531, 0.111834
0.524673, -0.070729, 3.103816, 0.112917
0.528902, -0.070379, 3.107745, 0.112917
0.523158, -0.070921, 3.105583, 0.112700
0.519909, -0.077412, 3.101313, 0.113567
0.523472, -0.067505, 3.107256, 0.114651
0.528729, -0.069501, 3.105312, 0.113351
0.536866, -0.071328, 3.101118, 0.112917
0.531164, -0.073618, 3.098905, 0.114651
0.533094, -0.058802, 3.109115, 0.113351
0.528689, -0.071511, 3.103205, 0.113134
0.522206, -0.065589, 3.108155, 0.000000
0.522202, -0.074314, 3.104417, 0.062635
0.520799, -0.075434, 3.101383, 0.097529
0.515774, -0.079062, 3.099454, 0.134590
0.504598, -0.079677, 3.108432, 0.314044
0.500389, -0.076946, 3.110026, 0.358041
0.492241, -0.061588, 3.121014, 0.473992
0.474840, -0.076953, 3.116863, 0.487213
0.468644, -0.065308, 3.120408, 0.527958
0.452231, -0.061717, 3.123933, 0.560685
0.440276, -0.067177, 3.121498, 0.578240
0.437934, -0.064265, 3.122599, 0.565453
0.434777, -0.069662, 3.117017, 0.570438
0.422400, -0.063019, 3.126125, 0.569788
0.413755, -0.065434, 3.125251, 0.563069
0.401165, -0.060193, 3.126486, 0.582141
0.394593, -0.069807, 3.127770, 0.599913
0.382873, -0.063946, 3.129591, 0.590160
0.368458, -0.071236, 3.131844, 0.573689
0.359323, -0.073025, 3.129588, 0.570871
0.367863, -0.080105, 3.126873, 0.569571
0.376441, -0.079042, 3.120423, 0.568921
0.365764, -0.070721, 3.123440, 0.580191
0.358201, -0.071323, 3.124529, 0.587776
0.347278, -0.073209, 3.128469, 0.593411
0.335243, -0.079508, 3.131893, 0.590811
0.326020, -0.076515, 3.135253, 0.592761
0.307466, -0.086397, -3.137254, 0.594278
0.294898, -0.071583, -3.122593, 0.594495
0.294615, -0.067678, -3.123182, 0.594278
0.283056, -0.075191, -3.121710, 0.592978
0.257948, -0.081609, -3.109349, 0.592978
0.236908, -0.083893, -3.099642, 0.591027
0.221517, -0.096217, -3.097588, 0.584959
0.203601, -0.097111, -3.084640, 0.586909
0.176811, -0.100778, -3.070449, 0.586476
0.165283, -0.093082, -3.053471, 0.592328
0.166683, -0.094357, -3.056250, 0.592544
0.157479, -0.098934, -3.051762, 0.591027
0.134166, -0.110088, -3.040462, 0.592761
0.121961, -0.109352, -3.028362, 0.595795
0.108334, -0.121022, -3.020689, 0.594278
0.085409, -0.128372, -3.011600, 0.590160
0.070140, -0.132002, -2.999470, 0.590377
0.040338, -0.137617, -2.986908, 0.592111
0.025210, -0.145562, -2.977955, 0.581708
0.024219, -0.148266, -2.981340, 0.582358
0.017960, -0.148790, -2.978125, 0.583658
0.002816, -0.152908, -2.968372, 0.588427
0.001539, -0.151617, -2.956530, 0.588210
-0.018154, -0.149178, -2.940533, 0.590377
-0.028038, -0.160125, -2.934245, 0.594278
-0.049436, -0.160513, -2.924469, 0.601214
-0.071085, -0.174865, -2.914401, 0.596012
-0.083626, -0.171567, -2.913724, 0.601430
-0.086895, -0.180619, -2.907560, 0.592761
-0.093121, -0.161033, -2.904021, 0.595579
-0.117321, -0.176061, -2.908051, 0.587993
-0.137125, -0.181733, -2.909030, 0.583225
-0.142443, -0.177354, -2.905594, 0.588210
-0.154945, -0.181148, -2.911260, 0.590160
-0.173712, -0.198073, -2.915475, 0.591244
-0.199724, -0.198014, -2.911282, 0.596229
-0.219502, -0.190029, -2.899088, 0.598830
-0.227129, -0.189206, -2.893735, 0.597746
-0.227713, -0.191469, -2.893447, 0.597313
-0.243709, -0.191250, -2.894933, 0.593628
-0.256145, -0.191630, -2.891903, 0.595362
-0.268883, -0.201625, -2.901567, 0.591678
-0.278196, -0.201719, -2.905645, 0.588860
-0.291669, -0.206602, -2.904865, 0.589293
-0.308059, -0.201390, -2.903742, 0.593411
-0.321759, -0.197735, -2.890009, 0.595362
-0.327042, -0.206567, -2.897219, 0.594928
-0.338335, -0.211585, -2.893281, 0.594928
-0.351756, -0.214159, -2.887431, 0.597313
-0.367347, -0.218841, -2.881973, 0.598830
-0.385839, -0.225266, -2.874800, 0.599046
-0.404552, -0.226685, -2.866567, 0.596879
-0.422371, -0.229518, -2.845476, 0.590594
-0.454651, -0.237866, -2.824929, 0.591678
-0.462491, -0.244325, -2.816904, 0.589293
-0.460012, -0.244995, -2.817789, 0.590594
-0.457085, -0.241211, -2.822752, 0.586476
-0.466682, -0.246227, -2.814644, 0.592328
-0.484048, -0.240329, -2.799661, 0.596446
-0.497474, -0.254616, -2.782184, 0.595362
-0.513710, -0.254665, -2.759880, 0.593628
-0.541537, -0.278881, -2.728385, 0.596012
-0.554546, -0.289161, -2.718510, 0.591678
-0.554330, -0.283908, -2.712807, 0.591244
-0.554114, -0.284890, -2.703762, 0.586259
-0.568354, -0.297355, -2.683442, 0.590377
-0.582816, -0.315994, -2.663851, 0.594712
-0.598698, -0.331884, -2.639090, 0.590377
-0.602187, -0.339769, -2.629992, 0.593411
-0.629993, -0.356258, -2.605250, 0.595145
-0.639589, -0.375691, -2.583856, 0.589727
-0.638041, -0.376792, -2.582061, 0.589077
-0.638850, -0.379608, -2.578828, 0.586909
-0.646569, -0.389096, -2.571603, 0.597313
-0.654331, -0.390530, -2.569305, 0.601864
-0.664645, -0.388932, -2.573576, 0.600130
-0.682324, -0.403568, -2.575667, 0.599046
-0.694193, -0.404605, -2.571904, 0.601214
-0.719855, -0.406351, -2.575904, 0.592761
-0.737689, -0.413333, -2.575779, 0.589944
-0.737691, -0.419732, -2.569100, 0.593628
-0.735829, -0.408756, -2.577320, 0.594712
-0.743290, -0.410003, -2.584124, 0.594278
-0.752878, -0.400433, -2.593230, 0.595795
-0.765994, -0.416774, -2.594238, 0.598179
-0.787581, -0.421713, -2.592659, 0.600130
-0.801997, -0.440949, -2.573960, 0.597746
-0.822666, -0.460022, -2.545876, 0.594278
-0.835181, -0.467702, -2.525417, 0.595362
-0.825961, -0.487030, -2.508047, 0.593845
-0.825435, -0.486662, -2.510339, 0.590811
-0.829899, -0.504985, -2.483089, 0.589077
-0.839163, -0.517958, -2.464703, 0.586042
-0.840126, -0.542319, -2.447189, 0.589727
-0.827966, -0.545885, -2.437864, 0.591244
-0.842791, -0.565688, -2.418560, 0.591244
-0.869890, -0.599069, -2.395465, 0.600347
-0.860054, -0.554130, -2.422746, 0.601647
-0.841352, -0.579920, -2.407839, 0.598830
-0.775233, -0.500198, -2.448309, 0.600997
-0.836843, -0.533483, -2.340424, 0.596879
-0.887432, -0.574166, -2.277036, 0.592544
-0.920807, -0.607513, -2.236960, 0.587560
-0.936502, -0.621889, -2.220034, 0.586693
-0.948536, -0.644298, -2.192097, 0.588860
-0.974958, -0.669838, -2.157270, 0.591678
-0.977389, -0.692160, -2.132814, 0.599263
-0.979615, -0.701262, -2.128697, 0.598179
-0.975034, -0.700558, -2.129190, 0.600130
-0.977729, -0.706144, -2.112709, 0.597963
-0.975531, -0.727898, -2.101394, 0.595362
-0.976787, -0.743416, -2.081527, 0.589077
-0.966880, -0.737437, -2.067284, 0.575856
-0.963934, -0.758668, -2.055703, 0.576723
-0.968652, -0.775586, -2.031940, 0.584092
-0.975970, -0.757220, -2.002804, 0.591894
-0.991563, -0.753966, -1.966660, 0.592978
-0.998293, -0.759424, -1.962860, 0.596229
-1.004857, -0.773924, -1.952799, 0.604681
-1.009484, -0.824446, -1.919661, 0.602731
-1.042144, -0.858294, -1.904116, 0.595579
-1.062639, -0.933081, -1.874601, 0.591894
-1.067187, -1.006064, -1.847238, 0.586909
-1.068583, -1.020667, -1.836677, 0.579324
-1.079171, -1.100915, -1.808020, 0.590377
-1.087158, -1.116242, -1.801869, 0.593628
-1.088451, -1.132956, -1.778958, 0.595795
-1.078528, -1.148399, -1.753998, 0.597529
-1.067923, -1.182264, -1.723892, 0.597963
-1.078793, -1.193327, -1.723395, 0.598830
-1.073293, -1.230829, -1.673913, 0.591461
-1.080282, -1.227538, -1.683958, 0.586476
-1.077975, -1.227555, -1.673534, 0.590811
-1.078441, -1.248199, -1.658312, 0.589293
-1.080743, -1.244384, -1.655830, 0.589510
-1.078244, -1.271589, -1.629218, 0.588860
-1.079913, -1.307050, -1.597715, 0.593411
-1.081366, -1.325005, -1.593299, 0.594712
-1.082960, -1.340945, -1.571856, 0.591027
-1.080448, -1.380042, -1.548843, 0.592544
-1.077342, -1.397800, -1.532657, 0.599263
-1.067504, -1.398494, -1.530664, 0.597313
-1.072261, -1.417790, -1.532968, 0.595362
-1.075315, -1.432218, -1.529754, 0.593628
-1.071746, -1.416072, -1.536121, 0.596879
-1.073622, -1.416586, -1.544666, 0.599263
-1.077953, -1.440555, -1.543738, 0.597313
-1.085711, -1.453902, -1.541397, 0.599913
